Year,Ceremony,Award,Winner,Name,Film
2008,81,Best Picture,,Brian Grazer: Producer; Ron Howard: Producer; Eric Fellner: Producer,Frost/Nixon 
2008,81,Best Picture,,Dan Jinks: Producer; Bruce Cohen: Producer,Milk 
2008,81,Best Picture,,Anthony Minghella: Producer; Sydney Pollack: Producer; Donna Gigliotti: Producer; Redmond Morris: Producer,The Reader 
2008,81,Best Picture,1,Christian Colson: Producer,Slumdog Millionaire 
2008,81,Short Film (Animated),1,Kunio Kato,La Maison en Petits Cubes 
2008,81,Short Film (Animated),,Konstantin Bronzit,Lavatory - Lovestory 
2008,81,Short Film (Animated),,Emud Mokhberi; Thierry Marchand,Oktapodi 
2008,81,Short Film (Animated),,Doug Sweetland,Presto 
2008,81,Short Film (Animated),,Alan Smith; Adam Foulkes,This Way Up 
2008,81,Short Film (Live Action),,Reto Caffi,Auf der Strecke (On the Line) 
2008,81,Short Film (Live Action),,Elizabeth Marre; Olivier Pont,Manon on the Asphalt 
2008,81,Short Film (Live Action),,Steph Green; Tamara Anghie,New Boy 
2008,81,Short Film (Live Action),,Tivi Magnusson; Dorte Høgh,The Pig 
2008,81,Short Film (Live Action),1,Jochen Alexander Freydank,Spielzeugland (Toyland) 
2008,81,Sound Editing,1,Richard King,The Dark Knight 
2008,81,Sound Editing,,Frank Eulner; Christopher Boyes,Iron Man 
2008,81,Sound Editing,,Glenn Freemantle; Tom Sayers,Slumdog Millionaire 
2008,81,Sound Editing,,Ben Burtt; Matthew Wood,WALL-E 
2008,81,Sound Editing,,Wylie Stateman,Wanted 
2008,81,Sound Mixing,,David Parker; Michael Semanick; Ren Klyce; Mark Weingarten,The Curious Case of Benjamin Button 
2008,81,Sound Mixing,,Lora Hirschberg; Gary Rizzo; Ed Novick,The Dark Knight 
2008,81,Sound Mixing,1,Ian Tapp; Richard Pryke; Resul Pookutty,Slumdog Millionaire 
2008,81,Sound Mixing,,Tom Myers; Michael Semanick; Ben Burtt,WALL-E 
2008,81,Sound Mixing,,Chris Jenkins; Frank A. Montaño; Petr Forejt,Wanted 
2008,81,Visual Effects,1,Eric Barba; Steve Preeg; Burt Dalton; Craig Barron,The Curious Case of Benjamin Button 
2008,81,Visual Effects,,Nick Davis; Chris Corbould; Tim Webber; Paul Franklin,The Dark Knight 
2008,81,Visual Effects,,John Nelson; Ben Snow; Dan Sudick; Shane Mahan,Iron Man 
2008,81,Writing (Adapted Screenplay),,Eric Roth: Screenplay; Eric Roth: Screen story; Robin Swicord: Screen story,The Curious Case of Benjamin Button 
2008,81,Writing (Adapted Screenplay),,John Patrick Shanley: Written,Doubt 
2008,81,Writing (Adapted Screenplay),,Peter Morgan: Screenplay,Frost/Nixon 
2008,81,Writing (Adapted Screenplay),,David Hare: Screenplay,The Reader 
2008,81,Writing (Adapted Screenplay),1,Simon Beaufoy: Screenplay,Slumdog Millionaire 
2008,81,Writing (Original Screenplay),,Courtney Hunt: Written,Frozen River 
2008,81,Writing (Original Screenplay),,Mike Leigh: Written,Happy-Go-Lucky 
2008,81,Writing (Original Screenplay),,Martin McDonagh: Written,In Bruges 
2008,81,Writing (Original Screenplay),1,Dustin Lance Black: Written,Milk 
2008,81,Writing (Original Screenplay),,Andrew Stanton: Screenplay; Jim Reardon: Screenplay; Andrew Stanton: Story; Pete Docter: Story,WALL-E 
2009,82,Actor in a Leading Role,1,Jeff Bridges,Crazy Heart
2009,82,Actor in a Leading Role,,George Clooney,Up in the Air
2009,82,Actor in a Leading Role,,Colin Firth,A Single Man
2009,82,Actor in a Leading Role,,Morgan Freeman,Invictus
2009,82,Actor in a Leading Role,,Jeremy Renner,The Hurt Locker
2009,82,Actor in a Supporting Role,,Matt Damon,Invictus
2009,82,Actor in a Supporting Role,,Woody Harrelson,The Messenger
2009,82,Actor in a Supporting Role,,Christopher Plummer,The Last Station
2009,82,Actor in a Supporting Role,,Stanley Tucci,The Lovely Bones
2009,82,Actor in a Supporting Role,1,Christoph Waltz,Inglourious Basterds
2009,82,Actress in a Leading Role,1,Sandra Bullock,The Blind Side
2009,82,Actress in a Leading Role,,Helen Mirren,The Last Station
2009,82,Actress in a Leading Role,,Carey Mulligan,An Education
2009,82,Actress in a Leading Role,,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire
2009,82,Actress in a Leading Role,,Meryl Streep,Julie & Julia
2009,82,Actress in a Supporting Role,,Penélope Cruz,Nine
2009,82,Actress in a Supporting Role,,Vera Farmiga,Up in the Air
2009,82,Actress in a Supporting Role,,Maggie Gyllenhaal,Crazy Heart
2009,82,Actress in a Supporting Role,,Anna Kendrick,Up in the Air
2009,82,Actress in a Supporting Role,1,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire
2009,82,Animated Feature Film,,Henry Selick,Coraline 
2009,82,Animated Feature Film,,Wes Anderson,Fantastic Mr. Fox 
2009,82,Animated Feature Film,,John Musker; Ron Clements,The Princess and the Frog 
2009,82,Animated Feature Film,,Tomm Moore,The Secret of Kells 
2009,82,Animated Feature Film,1,Pete Docter,Up 
2009,82,Art Direction,1,Rick Carter: Production Design; Robert Stromberg: Production Design; Kim Sinclair: Set Decoration,Avatar 
2009,82,Art Direction,,Dave Warren: Production Design; Anastasia Masaro: Production Design; Caroline Smith: Set Decoration,The Imaginarium of Doctor Parnassus 
2009,82,Art Direction,,John Myhre: Production Design; Gordon Sim: Set Decoration,Nine 
2009,82,Art Direction,,Sarah Greenwood: Production Design; Katie Spencer: Set Decoration,Sherlock Holmes 
2009,82,Art Direction,,Patrice Vermette: Production Design; Maggie Gray: Set Decoration,The Young Victoria 
2009,82,Cinematography,1,Mauro Fiore,Avatar 
2009,82,Cinematography,,Bruno Delbonnel,Harry Potter and the Half-Blood Prince 
2009,82,Cinematography,,Barry Ackroyd,The Hurt Locker 
2009,82,Cinematography,,Robert Richardson,Inglourious Basterds 
2009,82,Cinematography,,Christian Berger,The White Ribbon 
2009,82,Costume Design,,Janet Patterson,Bright Star 
2009,82,Costume Design,,Catherine Leterrier,Coco before Chanel 
2009,82,Costume Design,,Monique Prudhomme,The Imaginarium of Doctor Parnassus 
2009,82,Costume Design,,Colleen Atwood,Nine 
2009,82,Costume Design,1,Sandy Powell,The Young Victoria 
2009,82,Directing,,James Cameron,Avatar 
2009,82,Directing,1,Kathryn Bigelow,The Hurt Locker 
2009,82,Directing,,Quentin Tarantino,Inglourious Basterds 
2009,82,Directing,,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire 
2009,82,Directing,,Jason Reitman,Up in the Air 
2009,82,Documentary (Feature),,Anders Østergaard; Lise Lense-Møller,Burma VJ 
2009,82,Documentary (Feature),1,Louie Psihoyos; Fisher Stevens,The Cove 
2009,82,Documentary (Feature),,Robert Kenner; Elise Pearlstein,"Food, Inc. "
2009,82,Documentary (Feature),,Judith Ehrlich; Rick Goldsmith,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers 
2009,82,Documentary (Feature),,Rebecca Cammisa,Which Way Home 
2009,82,Documentary (Short Subject),,Jon Alpert; Matthew O'Neill,China's Unnatural Disaster: The Tears of Sichuan Province 
2009,82,Documentary (Short Subject),,Daniel Junge; Henry Ansbacher,The Last Campaign of Governor Booth Gardner 
2009,82,Documentary (Short Subject),,Steven Bognar; Julia Reichert,The Last Truck: Closing of a GM Plant 
2009,82,Documentary (Short Subject),1,Roger Ross Williams; Elinor Burkett,Music by Prudence 
2009,82,Documentary (Short Subject),,Bartek Konopka; Anna Wydra,Rabbit à la Berlin 
2009,82,Film Editing,,Stephen Rivkin; John Refoua; James Cameron,Avatar 
2009,82,Film Editing,,Julian Clarke,District 9
2009,82,Film Editing,1,Bob Murawski; Chris Innis,The Hurt Locker 
2009,82,Film Editing,,Sally Menke,Inglourious Basterds 
2009,82,Film Editing,,Joe Klotz,Precious: Based on the Novel 'Push' by Sapphire 
2009,82,Foreign Language Film,,Israel,Ajami 
2009,82,Foreign Language Film,,Peru,The Milk of Sorrow 
2009,82,Foreign Language Film,,France,A Prophet 
2009,82,Foreign Language Film,1,Argentina,The Secret in Their Eyes 
2009,82,Foreign Language Film,,Germany,The White Ribbon 
2009,82,Makeup,,Aldo Signoretti; Vittorio Sodano,Il Divo 
2009,82,Makeup,1,Barney Burman; Mindy Hall; Joel Harlow,Star Trek 
2009,82,Makeup,,Jon Henry Gordon; Jenny Shircore,The Young Victoria 
2009,82,Music (Original Score),,James Horner,Avatar 
2009,82,Music (Original Score),,Alexandre Desplat,Fantastic Mr. Fox 
2009,82,Music (Original Score),,Marco Beltrami; Buck Sanders,The Hurt Locker 
2009,82,Music (Original Score),,Hans Zimmer,Sherlock Holmes 
2009,82,Music (Original Score),1,Michael Giacchino,Up 
2009,82,Music (Original Song),,"Randy Newman: Music, Lyrics","The Princess and the Frog: ""Almost There"""
2009,82,Music (Original Song),,"Randy Newman: Music, Lyrics","The Princess and the Frog: ""Down In New Orleans"""
2009,82,Music (Original Song),,Reinhardt Wagner: Music; Frank Thomas: Lyrics,"Paris 36: ""Loin De Paname"""
2009,82,Music (Original Song),,"Maury Yeston: Music, Lyrics","Nine: ""Take It All"""
2009,82,Music (Original Song),1,"Ryan Bingham: Music, Lyrics; T Bone Burnett: Music, Lyrics","Crazy Heart: ""The Weary Kind (Theme From Crazy Heart)"""
2009,82,Best Picture,,James Cameron: Producer; Jon Landau: Producer,Avatar 
2009,82,Best Picture,,Gil Netter: Producer; Andrew A. Kosove: Producer; Broderick Johnson: Producer,The Blind Side 
2009,82,Best Picture,,Peter Jackson: Producer; Carolynne Cunningham: Producer,District 9
2009,82,Best Picture,,Finola Dwyer: Producer; Amanda Posey: Producer,An Education 
2009,82,Best Picture,1,Kathryn Bigelow: Producer; Mark Boal: Producer; Nicolas Chartier: Producer; Greg Shapiro: Producer,The Hurt Locker 
2009,82,Best Picture,,Lawrence Bender: Producer,Inglourious Basterds 
2009,82,Best Picture,,Lee Daniels: Producer; Sarah Siegel-Magness: Producer; Gary Magness: Producer,Precious: Based on the Novel 'Push' by Sapphire 
2009,82,Best Picture,,Joel Coen: Producer; Ethan Coen: Producer,A Serious Man 
2009,82,Best Picture,,Jonas Rivera: Producer,Up 
2009,82,Best Picture,,Daniel Dubiecki: Producer; Ivan Reitman: Producer; Jason Reitman: Producer,Up in the Air 
2009,82,Short Film (Animated),,Fabrice O. Joubert,French Roast 
2009,82,Short Film (Animated),,Nicky Phelan; Darragh O'Connell,Granny O'Grimm's Sleeping Beauty 
2009,82,Short Film (Animated),,Javier Recio Gracia,The Lady and the Reaper (La Dama y la Muerte) 
2009,82,Short Film (Animated),1,Nicolas Schmerkin,Logorama 
2009,82,Short Film (Animated),,Nick Park,A Matter of Loaf and Death 
2009,82,Short Film (Live Action),,Juanita Wilson; James Flynn,The Door 
2009,82,Short Film (Live Action),,Patrik Eklund; Mathias Fjellström,Instead of Abracadabra 
2009,82,Short Film (Live Action),,Gregg Helvey,Kavi 
2009,82,Short Film (Live Action),,Luke Doolan; Drew Bailey,Miracle Fish 
2009,82,Short Film (Live Action),1,Joachim Back; Tivi Magnusson,The New Tenants 
2009,82,Sound Editing,,Christopher Boyes; Gwendolyn Yates Whittle,Avatar 
2009,82,Sound Editing,1,Paul N.J. Ottosson,The Hurt Locker 
2009,82,Sound Editing,,Wylie Stateman,Inglourious Basterds 
2009,82,Sound Editing,,Mark Stoeckinger; Alan Rankin,Star Trek 
2009,82,Sound Editing,,Michael Silvers; Tom Myers,Up 
2009,82,Sound Mixing,,Christopher Boyes; Gary Summers; Andy Nelson; Tony Johnson,Avatar 
2009,82,Sound Mixing,1,Paul N.J. Ottosson; Ray Beckett,The Hurt Locker 
2009,82,Sound Mixing,,Michael Minkler; Tony Lamberti; Mark Ulano,Inglourious Basterds 
2009,82,Sound Mixing,,Anna Behlmer; Andy Nelson; Peter J. Devlin,Star Trek 
2009,82,Sound Mixing,,Greg P. Russell; Gary Summers; Geoffrey Patterson,Transformers: Revenge of the Fallen 
2009,82,Visual Effects,1,Joe Letteri; Stephen Rosenbaum; Richard Baneham; Andrew R. Jones,Avatar 
2009,82,Visual Effects,,Dan Kaufman; Peter Muyzers; Robert Habros; Matt Aitken,District 9
2009,82,Visual Effects,,Roger Guyett; Russell Earl; Paul Kavanagh; Burt Dalton,Star Trek 
2009,82,Writing (Adapted Screenplay),,Neill Blomkamp: Written; Terri Tatchell: Written,District 9
2009,82,Writing (Adapted Screenplay),,Nick Hornby: Screenplay,An Education 
2009,82,Writing (Adapted Screenplay),,Jesse Armstrong: Screenplay; Simon Blackwell: Screenplay; Armando Iannucci: Screenplay; Tony Roche: Screenplay,In the Loop 
2009,82,Writing (Adapted Screenplay),1,Geoffrey Fletcher: Screenplay,Precious: Based on the Novel 'Push' by Sapphire 
2009,82,Writing (Adapted Screenplay),,Jason Reitman: Screenplay; Sheldon Turner: Screenplay,Up in the Air 
2009,82,Writing (Original Screenplay),1,Mark Boal: Written,The Hurt Locker 
2009,82,Writing (Original Screenplay),,Quentin Tarantino: Written,Inglourious Basterds 
2009,82,Writing (Original Screenplay),,Alessandro Camon: Written; Oren Moverman: Written,The Messenger 
2009,82,Writing (Original Screenplay),,Joel Coen: Written; Ethan Coen: Written,A Serious Man 
2009,82,Writing (Original Screenplay),,Bob Peterson: Screenplay; Pete Docter: Screenplay; Pete Docter: Story; Bob Peterson: Story; Tom McCarthy: Story,Up 
2010,83,Actor in a Leading Role,,Javier Bardem,Biutiful
2010,83,Actor in a Leading Role,,Jeff Bridges,True Grit
2010,83,Actor in a Leading Role,,Jesse Eisenberg,The Social Network
2010,83,Actor in a Leading Role,1,Colin Firth,The King's Speech
2010,83,Actor in a Leading Role,,James Franco,127 Hours
2010,83,Actor in a Supporting Role,1,Christian Bale,The Fighter
2010,83,Actor in a Supporting Role,,John Hawkes,Winter's Bone
2010,83,Actor in a Supporting Role,,Jeremy Renner,The Town
2010,83,Actor in a Supporting Role,,Mark Ruffalo,The Kids Are All Right
2010,83,Actor in a Supporting Role,,Geoffrey Rush,The King's Speech
2010,83,Actress in a Leading Role,,Annette Bening,The Kids Are All Right
2010,83,Actress in a Leading Role,,Nicole Kidman,Rabbit Hole
2010,83,Actress in a Leading Role,,Jennifer Lawrence,Winter's Bone
2010,83,Actress in a Leading Role,1,Natalie Portman,Black Swan
2010,83,Actress in a Leading Role,,Michelle Williams,Blue Valentine
2010,83,Actress in a Supporting Role,,Amy Adams,The Fighter
2010,83,Actress in a Supporting Role,,Helena Bonham Carter,The King's Speech
2010,83,Actress in a Supporting Role,1,Melissa Leo,The Fighter
2010,83,Actress in a Supporting Role,,Hailee Steinfeld,True Grit
2010,83,Actress in a Supporting Role,,Jacki Weaver,Animal Kingdom
2010,83,Animated Feature Film,,Chris Sanders; Dean DeBlois,How to Train Your Dragon 
2010,83,Animated Feature Film,,Sylvain Chomet,The Illusionist 
2010,83,Animated Feature Film,1,Lee Unkrich,Toy Story 3
2010,83,Art Direction,1,Robert Stromberg: Production Design; Karen O'Hara: Set Decoration,Alice in Wonderland 
2010,83,Art Direction,,Stuart Craig: Production Design; Stephenie McMillan: Set Decoration,Harry Potter and the Deathly Hallows Part 1
2010,83,Art Direction,,Guy Hendrix Dyas: Production Design; Larry Dias: Set Decoration; Doug Mowat: Set Decoration,Inception 
2010,83,Art Direction,,Eve Stewart: Production Design; Judy Farr: Set Decoration,The King's Speech 
2010,83,Art Direction,,Jess Gonchor: Production Design; Nancy Haigh: Set Decoration,True Grit 
2010,83,Cinematography,,Matthew Libatique,Black Swan 
2010,83,Cinematography,1,Wally Pfister,Inception 
2010,83,Cinematography,,Danny Cohen,The King's Speech 
2010,83,Cinematography,,Jeff Cronenweth,The Social Network 
2010,83,Cinematography,,Roger Deakins,True Grit 
2010,83,Costume Design,1,Colleen Atwood,Alice in Wonderland 
2010,83,Costume Design,,Antonella Cannarozzi,I Am Love 
2010,83,Costume Design,,Jenny Beavan,The King's Speech 
2010,83,Costume Design,,Sandy Powell,The Tempest 
2010,83,Costume Design,,Mary Zophres,True Grit 
2010,83,Directing,,Darren Aronofsky,Black Swan 
2010,83,Directing,,David O. Russell,The Fighter 
2010,83,Directing,1,Tom Hooper,The King's Speech 
2010,83,Directing,,David Fincher,The Social Network 
2010,83,Directing,,Joel Coen; Ethan Coen,True Grit 
2010,83,Documentary (Feature),,Banksy; Jaimie D'Cruz,Exit through the Gift Shop 
2010,83,Documentary (Feature),,Josh Fox; Trish Adlesic,Gasland 
2010,83,Documentary (Feature),1,Charles Ferguson; Audrey Marrs,Inside Job 
2010,83,Documentary (Feature),,Tim Hetherington; Sebastian Junger,Restrepo 
2010,83,Documentary (Feature),,Lucy Walker; Angus Aynsley,Waste Land 
2010,83,Documentary (Short Subject),,Jed Rothstein,Killing in the Name 
2010,83,Documentary (Short Subject),,Sara Nesson; Mitchell W. Block,Poster Girl 
2010,83,Documentary (Short Subject),1,Karen Goodman; Kirk Simon,Strangers No More 
2010,83,Documentary (Short Subject),,Jennifer Redfearn; Tim Metzger,Sun Come Up 
2010,83,Documentary (Short Subject),,Ruby Yang; Thomas Lennon,The Warriors of Qiugang 
2010,83,Film Editing,,Andrew Weisblum,Black Swan 
2010,83,Film Editing,,Pamela Martin,The Fighter 
2010,83,Film Editing,,Tariq Anwar,The King's Speech 
2010,83,Film Editing,,Jon Harris,127 Hours
2010,83,Film Editing,1,Angus Wall; Kirk Baxter,The Social Network 
2010,83,Foreign Language Film,,Mexico,Biutiful 
2010,83,Foreign Language Film,,Greece,Dogtooth 
2010,83,Foreign Language Film,1,Denmark,In a Better World 
2010,83,Foreign Language Film,,Canada,Incendies 
2010,83,Foreign Language Film,,Algeria,Outside the Law (Hors-la-loi) 
2010,83,Makeup,,Adrien Morot,Barney's Version 
2010,83,Makeup,,Edouard F. Henriques; Gregory Funk; Yolanda Toussieng,The Way Back 
2010,83,Makeup,1,Rick Baker; Dave Elsey,The Wolfman 
2010,83,Music (Original Score),,John Powell,How to Train Your Dragon 
2010,83,Music (Original Score),,Hans Zimmer,Inception 
2010,83,Music (Original Score),,Alexandre Desplat,The King's Speech 
2010,83,Music (Original Score),,A.R. Rahman,127 Hours
2010,83,Music (Original Score),1,Trent Reznor; Atticus Ross,The Social Network 
2010,83,Music (Original Song),,"Tom Douglas: Music, Lyrics; Troy Verges: Music, Lyrics; Hillary Lindsey: Music, Lyrics","Country Strong: ""Coming Home"""
2010,83,Music (Original Song),,Alan Menken: Music; Glenn Slater: Lyrics,"Tangled: ""I See The Light"""
2010,83,Music (Original Song),,A.R. Rahman: Music; Dido: Lyrics; Rollo Armstrong: Lyrics,"127 Hours: ""If I Rise"""
2010,83,Music (Original Song),1,"Randy Newman: Music, Lyrics","Toy Story 3: ""We Belong Together"""
2010,83,Best Picture,,Mike Medavoy: Producer; Brian Oliver: Producer; Scott Franklin: Producer,Black Swan 
2010,83,Best Picture,,David Hoberman: Producer; Todd Lieberman: Producer; Mark Wahlberg: Producer,The Fighter 
2010,83,Best Picture,,Emma Thomas: Producer; Christopher Nolan: Producer,Inception 
2010,83,Best Picture,,Gary Gilbert: Producer; Jeffrey Levy-Hinte: Producer; Celine Rattray: Producer,The Kids Are All Right 
2010,83,Best Picture,1,Iain Canning: Producer; Emile Sherman: Producer; Gareth Unwin: Producer,The King's Speech 
2010,83,Best Picture,,Christian Colson: Producer; Danny Boyle: Producer; John Smithson: Producer,127 Hours
2010,83,Best Picture,,Scott Rudin: Producer; Dana Brunetti: Producer; Michael De Luca: Producer; Ceán Chaffin: Producer,The Social Network 
2010,83,Best Picture,,Darla K. Anderson: Producer,Toy Story 3
2010,83,Best Picture,,Scott Rudin: Producer; Ethan Coen: Producer; Joel Coen: Producer,True Grit 
2010,83,Best Picture,,Anne Rosellini: Producer; Alix Madigan-Yorkin: Producer,Winter's Bone 
2010,83,Short Film (Animated),,Teddy Newton,Day & Night 
2010,83,Short Film (Animated),,Jakob Schuh; Max Lang,The Gruffalo 
2010,83,Short Film (Animated),,Geefwee Boedoe,Let's Pollute 
2010,83,Short Film (Animated),1,Shaun Tan; Andrew Ruhemann,The Lost Thing 
2010,83,Short Film (Animated),,Bastien Dubois,"Madagascar, carnet de voyage (Madagascar, a Journey Diary) "
2010,83,Short Film (Live Action),,Tanel Toom,The Confession 
2010,83,Short Film (Live Action),,Michael Creagh,The Crush 
2010,83,Short Film (Live Action),1,Luke Matheny,God of Love 
2010,83,Short Film (Live Action),,Ivan Goldschmidt,Na Wewe 
2010,83,Short Film (Live Action),,Ian Barnes; Samantha Waite,Wish 143
2010,83,Sound Editing,1,Richard King,Inception 
2010,83,Sound Editing,,Tom Myers; Michael Silvers,Toy Story 3
2010,83,Sound Editing,,Gwendolyn Yates Whittle; Addison Teague,Tron: Legacy 
2010,83,Sound Editing,,Skip Lievsay; Craig Berkey,True Grit 
2010,83,Sound Editing,,Mark P. Stoeckinger,Unstoppable 
2010,83,Sound Mixing,1,Lora Hirschberg; Gary A. Rizzo; Ed Novick,Inception 
2010,83,Sound Mixing,,Paul Hamblin; Martin Jensen; John Midgley,The King's Speech 
2010,83,Sound Mixing,,Jeffrey J. Haboush; Greg P. Russell; Scott Millan; William Sarokin,Salt 
2010,83,Sound Mixing,,Ren Klyce; David Parker; Michael Semanick; Mark Weingarten,The Social Network 
2010,83,Sound Mixing,,Skip Lievsay; Craig Berkey; Greg Orloff; Peter F. Kurland,True Grit 
2010,83,Visual Effects,,Ken Ralston; David Schaub; Carey Villegas; Sean Phillips,Alice in Wonderland 
2010,83,Visual Effects,,Tim Burke; John Richardson; Christian Manz; Nicolas Aithadi,Harry Potter and the Deathly Hallows Part 1
2010,83,Visual Effects,,Michael Owens; Bryan Grill; Stephan Trojansky; Joe Farrell,Hereafter 
2010,83,Visual Effects,1,Paul Franklin; Chris Corbould; Andrew Lockley; Peter Bebb,Inception 
2010,83,Visual Effects,,Janek Sirrs; Ben Snow; Ged Wright; Daniel Sudick,Iron Man 2
2010,83,Writing (Adapted Screenplay),,Danny Boyle: Screenplay; Simon Beaufoy: Screenplay,127 Hours
2010,83,Writing (Adapted Screenplay),1,Aaron Sorkin: Screenplay,The Social Network 
2010,83,Writing (Adapted Screenplay),,Michael Arndt: Screenplay; John Lasseter: Story; Andrew Stanton: Story; Lee Unkrich: Story,Toy Story 3
2010,83,Writing (Adapted Screenplay),,Joel Coen: Written; Ethan Coen: Written,True Grit 
2010,83,Writing (Adapted Screenplay),,Debra Granik: Adapted; Anne Rosellini: Adapted,Winter's Bone 
2010,83,Writing (Original Screenplay),,Mike Leigh: Written,Another Year 
2010,83,Writing (Original Screenplay),,Scott Silver: Screenplay; Paul Tamasy: Screenplay; Eric Johnson: Screenplay; Keith Dorrington: Story; Paul Tamasy: Story; Eric Johnson: Story,The Fighter 
2010,83,Writing (Original Screenplay),,Christopher Nolan: Written,Inception 
2010,83,Writing (Original Screenplay),,Lisa Cholodenko: Written; Stuart Blumberg: Written,The Kids Are All Right 
2010,83,Writing (Original Screenplay),1,David Seidler: Screenplay,The King's Speech 
2011,84,Actor in a Leading Role,,Demián Bichir,A Better Life
2011,84,Actor in a Leading Role,,George Clooney,The Descendants
2011,84,Actor in a Leading Role,1,Jean Dujardin,The Artist
2011,84,Actor in a Leading Role,,Gary Oldman,Tinker Tailor Soldier Spy
2011,84,Actor in a Leading Role,,Brad Pitt,Moneyball
2011,84,Actor in a Supporting Role,,Kenneth Branagh,My Week with Marilyn
2011,84,Actor in a Supporting Role,,Jonah Hill,Moneyball
2011,84,Actor in a Supporting Role,,Nick Nolte,Warrior
2011,84,Actor in a Supporting Role,1,Christopher Plummer,Beginners
2011,84,Actor in a Supporting Role,,Max von Sydow,Extremely Loud & Incredibly Close
2011,84,Actress in a Leading Role,,Glenn Close,Albert Nobbs
2011,84,Actress in a Leading Role,,Viola Davis,The Help
2011,84,Actress in a Leading Role,,Rooney Mara,The Girl with the Dragon Tattoo
2011,84,Actress in a Leading Role,1,Meryl Streep,The Iron Lady
2011,84,Actress in a Leading Role,,Michelle Williams,My Week with Marilyn
2011,84,Actress in a Supporting Role,,Bérénice Bejo,The Artist
2011,84,Actress in a Supporting Role,,Jessica Chastain,The Help
2011,84,Actress in a Supporting Role,,Melissa McCarthy,Bridesmaids
2011,84,Actress in a Supporting Role,,Janet McTeer,Albert Nobbs
2011,84,Actress in a Supporting Role,1,Octavia Spencer,The Help
2011,84,Animated Feature Film,,Alain Gagnol; Jean-Loup Felicioli,A Cat in Paris 
2011,84,Animated Feature Film,,Fernando Trueba; Javier Mariscal,Chico & Rita 
2011,84,Animated Feature Film,,Jennifer Yuh Nelson,Kung Fu Panda 2
2011,84,Animated Feature Film,,Chris Miller,Puss in Boots 
2011,84,Animated Feature Film,1,Gore Verbinski,Rango 
2011,84,Art Direction,,Laurence Bennett: Production Design; Robert Gould: Set Decoration,The Artist 
2011,84,Art Direction,,Stuart Craig: Production Design; Stephenie McMillan: Set Decoration,Harry Potter and the Deathly Hallows Part 2
2011,84,Art Direction,1,Dante Ferretti: Production Design; Francesca Lo Schiavo: Set Decoration,Hugo 
2011,84,Art Direction,,Anne Seibel: Production Design; Hélène Dubreuil: Set Decoration,Midnight in Paris 
2011,84,Art Direction,,Rick Carter: Production Design; Lee Sandales: Set Decoration,War Horse 
2011,84,Cinematography,,Guillaume Schiffman,The Artist 
2011,84,Cinematography,,Jeff Cronenweth,The Girl with the Dragon Tattoo 
2011,84,Cinematography,1,Robert Richardson,Hugo 
2011,84,Cinematography,,Emmanuel Lubezki,The Tree of Life 
2011,84,Cinematography,,Janusz Kaminski,War Horse 
2011,84,Costume Design,,Lisy Christl,Anonymous 
2011,84,Costume Design,1,Mark Bridges,The Artist 
2011,84,Costume Design,,Sandy Powell,Hugo 
2011,84,Costume Design,,Michael O'Connor,Jane Eyre 
2011,84,Costume Design,,Arianne Phillips,W.E. 
2011,84,Directing,1,Michel Hazanavicius,The Artist 
2011,84,Directing,,Alexander Payne,The Descendants 
2011,84,Directing,,Martin Scorsese,Hugo 
2011,84,Directing,,Woody Allen,Midnight in Paris 
2011,84,Directing,,Terrence Malick,The Tree of Life 
2011,84,Documentary (Feature),,Danfung Dennis; Mike Lerner,Hell and Back Again 
2011,84,Documentary (Feature),,Marshall Curry; Sam Cullman,If a Tree Falls: A Story of the Earth Liberation Front 
2011,84,Documentary (Feature),,Joe Berlinger; Bruce Sinofsky,Paradise Lost 3: Purgatory
2011,84,Documentary (Feature),,Wim Wenders; Gian-Piero Ringel,Pina 
2011,84,Documentary (Feature),1,TJ Martin; Dan Lindsay; Rich Middlemas,Undefeated 
2011,84,Documentary (Short Subject),,Robin Fryday; Gail Dolgin,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement 
2011,84,Documentary (Short Subject),,Rebecca Cammisa; Julie Anderson,God Is the Bigger Elvis 
2011,84,Documentary (Short Subject),,James Spione,Incident in New Baghdad 
2011,84,Documentary (Short Subject),1,Daniel Junge; Sharmeen Obaid-Chinoy,Saving Face 
2011,84,Documentary (Short Subject),,Lucy Walker; Kira Carstensen,The Tsunami and the Cherry Blossom 
2011,84,Film Editing,,Anne-Sophie Bion; Michel Hazanavicius,The Artist 
2011,84,Film Editing,,Kevin Tent,The Descendants 
2011,84,Film Editing,1,Kirk Baxter; Angus Wall,The Girl with the Dragon Tattoo 
2011,84,Film Editing,,Thelma Schoonmaker,Hugo 
2011,84,Film Editing,,Christopher Tellefsen,Moneyball 
2011,84,Foreign Language Film,,Belgium,Bullhead 
2011,84,Foreign Language Film,,Israel,Footnote 
2011,84,Foreign Language Film,,Poland,In Darkness 
2011,84,Foreign Language Film,,Canada,Monsieur Lazhar 
2011,84,Foreign Language Film,1,Iran,A Separation 
2011,84,Makeup,,Martial Corneville; Lynn Johnston; Matthew W. Mungle,Albert Nobbs 
